monat;SPIEGEL_avg_words;SPIEGEL_avg_chars;STERN_avg_words;STERN_avg_chars;SPIEGEL_anzahl;STERN_anzahl;monat_dt
1993-09;635.8650793650794;4556.1984126984125;;;504;0;1993-09-01
1993-10;630.1166936790924;4508.542949756888;;;617;0;1993-10-01
1993-11;621.0543259557344;4449.048289738431;;;497;0;1993-11-01
1993-12;607.2473794549267;4353.423480083858;;;477;0;1993-12-01
1994-01;605.4496644295302;4357.786912751678;;;596;0;1994-01-01
1994-02;631.1350210970464;4506.808016877637;;;474;0;1994-02-01
1994-03;608.910569105691;4361.837398373984;;;492;0;1994-03-01
1994-04;604.2457983193277;4327.4789915966385;;;476;0;1994-04-01
1994-05;569.0340909090909;4075.3522727272725;;;616;0;1994-05-01
1994-06;579.1474747474748;4147.143434343434;;;495;0;1994-06-01
1994-07;629.8549488054607;4474.003412969283;;;586;0;1994-07-01
1994-08;597.1346938775511;4244.079591836735;;;490;0;1994-08-01
1994-09;601.504048582996;4259.372469635628;;;494;0;1994-09-01
1994-10;639.2996632996633;4537.348484848485;;;594;0;1994-10-01
1994-11;615.1963190184049;4384.836400817996;;;489;0;1994-11-01
1994-12;580.6157024793389;4161.121900826446;;;484;0;1994-12-01
1995-01;627.499142367067;4477.648370497427;;;583;0;1995-01-01
1995-02;623.2717842323651;4435.838174273859;;;482;0;1995-02-01
1995-03;651.544513457557;4651.057971014493;;;483;0;1995-03-01
1995-04;661.921052631579;4713.0526315789475;;;570;0;1995-04-01
1995-05;616.8884381338743;4369.801217038539;;;493;0;1995-05-01
1995-06;612.7642276422764;4343.617886178862;;;492;0;1995-06-01
1995-07;620.7447154471545;4369.282926829268;;;615;0;1995-07-01
1995-08;643.0509554140127;4570.055201698514;;;471;0;1995-08-01
1995-09;664.7768240343347;4713.392703862661;;;466;0;1995-09-01
1995-10;661.3548387096774;4664.611205432937;;;589;0;1995-10-01
1995-11;643.9372469635628;4579.508097165992;;;494;0;1995-11-01
1995-12;602.6030150753769;4275.323283082077;;;597;0;1995-12-01
